movieid,name
2433314,"Mercury Productions (II) [us]"
2433314,"Twentieth Century Fox Film Corporation [us]"
2433445,"Amblin Entertainment [us]"
2433445,"Hanna-Barbera Productions [us]"
2433445,"Universal Pictures [us]"
2433450,"Amblin Entertainment [us]"
2433450,"Hanna-Barbera Productions [us]"
2433450,"Universal Pictures [us]"
2433612,"Twentieth Century Fox Film Corporation [us]"
2433613,"Brooksfilms [us]"
2433626,"Brooksfilms [us] - (presents)"
2433700,"Colonial Productions [us]"
2433734,"AVCO Embassy Pictures [us] - (present) (as AVCO Embassy)"
2433734,"Debra Hill Productions"
2433734,"EDI - (present) (as E.D.I.)"
2434036,"Camera 2 Productions"
2434036,"Century Films [gb]"
2434412,"Walt Disney Productions [us] - (presents)"
2434561,"D'Antoni Productions - (as A D'Antoni Production)"
2434561,"Schine-Moore Productions [us] - (in association with)"
2434664,"Universal Pictures [us] - (presents)"
2434664,"WingNut Films [nz]"
2434795,"Warner Bros. [us] - (presents) (A Keith Barish/Arnold Kopelson Production)"
2434818,"Channel Four Films [gb] - (developed by)"
2434818,"Redwave Films [gb]"
2434818,"Twentieth Century Fox Film Corporation [us] - (copyright owners)"
2434846,"C&P Productions - (producer) (as C&P)"
2434846,"MDP Worldwide [us] - (in association with)"
2434846,"October Films [us] - (presents)"
2434873,"Mace Neufeld Productions [us]"
2434873,"Universal Pictures [us]"
2434963,"Frank Yablans Presentations"
2434963,"Twentieth Century Fox Film Corporation [us]"
2435197,"A&B Producoes, Lda."
2435197,"Polygram Filmed Entertainment [us] - (presents)"
2435197,"Propaganda Films [us]"
2435394,"Atlantic Entertainment Group"
2435394,"Topps Chewing Gum"
2435509,"Alliance Entertainment [ca]"
2435509,"Gate Productions"
2435509,"New Century Entertainment Corporation [us] - (presents)"
2435509,"Vista Organisation, The [gb] - (as The Vista Organization, Ltd.) (in association with)"
2435520,"Alliance Entertainment [ca]"
2435520,"Epic Productions [us] - (uncredited)"
2435520,"New Century Vista Film Company [us] - (uncredited)"
2435520,"Vision PDG [us] - (as Vision p.d.g.) (presents)"
2435620,"Fanfare Films [us]"
2435625,"Radio Pictures [us] - (present)"
2435692,"Essanay Film Manufacturing Company, The [us]"
2435697,"Irish Film Board [ie] - (funding)"
2435697,"J & M"
2435697,"Merlin Films [ie]"
2435713,"Mace Neufeld Productions [us]"
2435713,"MFP Munich Film Partners GmbH & Company I. Produktions KG [de]"
2435713,"Neufeld Rehme Productions"
2435713,"Paramount Pictures [us] - (presents)"
2435881,"David Foster Productions [us] - (uncredited)"
2435881,"JVC Entertainment Networks [jp] - (in association with)"
2435881,"Largo Entertainment [us]"
2435881,"Turman-Foster Company [us]"
2435881,"Universal Pictures [us]"
2435972,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century-Fox)"
2435974,"Constellation Entertainment [us] - (as Constellation Films) (presents)"
2435974,"Douglas/Reuther Productions - (as Douglas/Reuther)"
2435997,"Universal Pictures [us]"
2436084,"Hollywood Pictures Corporation (II) [us]"
2436288,"Enchanter Entertainment [us]"
2436288,"Island Pictures [us]"
2437007,"Euterpe [us]"
2437007,"Metro-Goldwyn-Mayer (MGM) [us]"
2437039,"CiBy 2000 [fr]"
2437039,"Miramax Films [us]"
2437062,"Seagal/Nasso Productions [us]"
2437062,"Warner Bros. [us] - (presents) (as Warner Bros.)"
2437170,"Walt Disney Productions [us]"
2437277,"Alfran Productions [us] - (produced by) (as Alfran Productions, Inc.)"
2437277,"Paramount Pictures [us] - (presents)"
2437299,"Paramount Pictures [us] - (as A Paramount Picture)"
2437299,"The Coppola Company [us] - (as A Coppola Company Production)"
2437300,"Paramount Pictures [us]"
2437300,"Zoetrope Studios [us]"
2437320,"CAT Films"
2437320,"Mimosa Films [za]"
2437321,"Elrina Investment [sa]"
2437321,"Weintraub Entertainment Group [us]"
2437383,"Charles Chaplin Productions [us]"
2437434,"Merchant Ivory Productions [us] - (present)"
2437434,"TF1 International [fr] - (present)"
2437452,"Eddie Murphy Productions [us] - (in association with)"
2437452,"Industrial Light & Magic (ILM) [us] - (co-producer)"
2437452,"Paramount Pictures [us]"
2437630,"Ameran Films [gb] - (uncredited)"
2437630,"Columbia Pictures Corporation [us] - (presents) (as Columbia Pictures)"
2437630,"Morningside Productions [us] - (uncredited)"
2437728,"Metro-Goldwyn-Mayer (MGM) [us] - (presents) (controlled by Loew's Incorporated)"
2437803,"Silver Screen Partners IV [us] - (in association with)"
2437803,"Touchstone Pictures [us] - (presents)"
2437961,"Metro-Goldwyn-Mayer (MGM) [us] - (presents)"
2437961,"Rastar Pictures - (as A Rastar feature)"
2437961,"Warner Bros. [us] - (presents)"
2437988,"Amblin Entertainment [us]"
2437988,"Warner Bros. [us] - (presents)"
2438101,"Arts Council of England [gb]"
2438101,"British Broadcasting Corporation (BBC) [gb]"
2438101,"British Screen Productions [gb]"
2438101,"Pandora Cinema [us]"
2438101,"Parallax Pictures [gb]"
2438147,"Embassy Pictures [us] - (as Embassy) (copyright owner)"
2438147,"Lawrence Turman [us] - (A Mike Nichols Lawrence Turman Production)"
2438272,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century-Fox)"
2438279,"Charles Matthau-Jerry Tokofsky-John Davis Productions"
2438279,"Fine Line Features [us] - (presents)"
2438279,"Grass Harp"
2438279,"New Line Cinema [us]"
2438541,"Charles Chaplin Productions [us] - (as Charles Chaplin Film Corporation)"
2438568,"Mirisch Corporation, The [us] - (as The Mirisch Company)"
2438716,"Walt Disney Productions [us]"
2438760,"Silver Screen Partners II [us] - (produced in association with)"
2438760,"Walt Disney Pictures [us] - (presents)"
2438765,"Henson Associates (HA) [us]"
2438765,"Incorporated Television Company (ITC) [gb]"
2438827,"Jalem Productions [us]"
2438827,Patricia
2438827,Reynard
2438827,"Warner Bros. [us]"
2438866,"Bing Crosby Productions [us]"
2438986,"Atman Entertainment"
2438986,"Fred Berner Films"
2438986,"Twentieth Century Fox Film Corporation [us]"
2439001,"Metro-Goldwyn-Mayer (MGM) [us] - (controlled by Loew's Incorporated)"
2439154,"Paramount Pictures [us] - (as Paramount Pictures Corporation)"
2439306,"Castle Rock Entertainment [us] - (presents)"
2439306,"Darkwoods Productions [us] - (producer)"
2439306,"Warner Bros. [us]"
2439451,"Cineplex-Odeon Films [us]"
2439616,"Nanny Productions"
2439616,"Universal Pictures [us] - (presents)"
2439860,"Columbia Pictures Corporation [us] - (presents)"
2439860,"Highroad Productions [us] - (as A Highroad Presentation)"
2440155,"Hollywood Pictures [us] - (presents)"
2440155,"Interscope Communications [us]"
2440155,"Nomura Babcock & Brown - (in association with)"
2440155,"Rock'n Cradle Productions [gb]"
2440247,"Alliance Communications Corporation [ca] - (present) (as Alliance Communications)"
2440247,"Canadian Film or Video Production Tax Credit (CPTC) [ca]"
2440247,"Channel Four Films [gb] - (present) (as Channel 4)"
2440247,"Cineplex-Odeon Films [us]"
2440247,"Emotion Pictures [ca] - (as A Tri ptych Media Galafilm/Emotion Pictures Production)"
2440247,"Galafilm Productions [ca] - (as A Tri ptych Media Galafilm/Emotion Pictures Production)"
2440247,"Harold Greenberg Fund, The [ca]"
2440247,"Nova Scotia Film Development Corporation [ca]"
2440247,"Nova Scotia Film Industry Tax Credit [ca]"
2440247,"Odeon Films [ca]"
2440247,"Quebec Government"
2440247,"Téléfilm Canada [ca]"
2440247,"Triptych Media [ca] - (as A Tri ptych Media Galafilm/Emotion Pictures Production)"
2440300,"Walt Disney Productions [us]"
2440730,"Wood-Thomas Pictures"
2440732,"Argyle Enterprises - (as An Argyle Enterprises Production) (A Robert Wise Production)"
2440733,"DreamWorks SKG [us] - (presents)"
2440733,"Roth-Arnold Productions [us]"
2441467,"De Fina-Cappa"
2441467,"Polygram Filmed Entertainment [us]"
2441467,"Working Title Films [gb]"
2441476,"Heron Communications"
2441476,"Mega Entertainment [us]"
2441476,"New Line Cinema [us]"
2441476,"Third Elm Street Venture"
2441559,"Clarke-King Enterprises [us]"
2441957,"Filmakers, The [us] - (present)"
2441957,"RKO Radio Pictures [us] - (as An RKO Radio Picture)"
2442181,"Casablanca Filmworks [us]"
2442181,"PolyGram Filmed Entertainment [gb]"
2442666,"Touchstone Pictures [us] - (presents)"
2442666,"Wildwood Enterprises [us] - (as A Wildwood Enterprises Production)"
2442759,"Orion Pictures Corporation [us]"
2442836,"British Broadcasting Corporation (BBC) [gb]"
2442836,"British Screen Finance Ltd. [gb]"
2442836,"CiBy 2000 [fr]"
2442836,"European Co-production Fund [gb]"
2443071,"Bandeira Entertainment"
2443099,"Costa do Castelo Filmes [pt]"
2443099,"Det Danske Filminstitut [dk]"
2443099,"Eurimages [fr]"
2443099,"House of Spirits Film"
2443099,"Neue Constantin Film [de]"
2443099,"Spring Creek Productions [us]"
2443201,"AVCO Embassy Pictures [us]"
2443201,"International Film Investors"
2443201,"Wescom Productions"
2443214,"PolyGram Filmed Entertainment [gb]"
2443214,"PolyGram Filmproduktion [de]"
2443214,"Silver Pictures [us]"
2443214,"Warner Bros. [us]"
2443214,"Working Title Films [gb]"
2443380,"Walt Disney Feature Animation [us]"
2443380,"Walt Disney Pictures [us]"
2443403,"Metro-Goldwyn-Mayer (MGM) [us]"
2443403,"Peerford Ltd."
2443509,"Mace Neufeld Productions [us]"
2443509,"Nina Saxon Film Design [us]"
2443509,"Paramount Pictures [us] - (presents)"
2443522,"Bregman/Baer Productions"
2443522,"Davis Entertainment [us] - (as Davis Entertainment Company)"
2443522,"Universal Pictures [us] - (presents)"
2443624,"Azoff Entertainment"
2443624,"Beacon Communications [us]"
2443624,"Universal Pictures [us]"
2443655,"Rossen Films [us] - (as Rossen Enterprises, Inc.)"
2443655,"Twentieth Century Fox Film Corporation [us]"
2443779,"Canal+ Droits Audiovisuels [fr]"
2443779,"Fox Searchlight Pictures [us] - (presents)"
2443779,"Good Machine [us]"
2443864,Kirkwood
2443864,"Koch Company"
2444103,"First Cold Piece"
2444103,"Fox Searchlight Pictures [us] - (a News Corporation Company)"
2444128,"Morgan Creek Productions [us]"
2444223,"Cangary [us]"
2444223,"Walt Disney Productions [us]"
2444273,"Fine Line Features [us] - (a division of New Line Cinema)"
2444273,"Smash Pictures [us]"
2444351,"Columbia Pictures Corporation [us]"
2444351,"Kennedy/Marshall Company, The [us]"
2444351,"Paramount Pictures [us]"
2444351,"Reliable Pictures Corporation (II) [us]"
2444351,"Scholastic Productions [us]"
2444539,"Touchstone Pictures [us]"
2444638,"Timedial Films"
2444642,Achilles
2444642,"Twentieth Century Fox Film Corporation [us]"
2444704,"Blue Lion Entertainment [us]"
2444704,"Forward Pass [us]"
2444704,"Kaitz Productions [us]"
2444704,"Mann/Roth Productions"
2444704,"Spyglass Entertainment [us]"
2444704,"Touchstone Pictures [us]"
2444722,"Warner Bros. [us] - (presents) (A Warner Bros.-First National Picture)"
2445189,"Universal Pictures [us]"
2445248,"Lowndes Productions Limited [gb] - (uncredited)"
2445248,"Rank Organisation, The [gb]"
2445248,"Steven S.A. - (uncredited)"
2445287,"Warner Bros. Animation [us]"
2445287,"Warner Bros. Feature Animation [us]"
2445287,"Warner Bros. [us] - (presents) (as Warner Bros.)"
2445390,"New Line Cinema [us]"
2445527,"Alphaville Films [us] - (as An Alphavil Production)"
2445527,"British Broadcasting Corporation (BBC) [gb] - (produced in association with)"
2445527,"Marubeni [jp] - (produced in association with) (as Marubeni/Toho-Towa)"
2445527,"Mutual Film Company [us] - (presents)"
2445527,"Tele München Fernseh Produktionsgesellschaft (TMG) [de] - (produced in association with) (as Tele-München)"
2445527,"Toho-Towa [jp] - (produced in association with) (as Marubeni/Toho-Towa)"
2445527,"UGC PH [fr] - (produced in association with)"
2445527,"Universal Pictures [us] - (presents)"
2445594,"Warner Bros. [us]"
2445757,"Aspen Film Society - (as An Aspen Film Society William E. McEuen David V. Picker Production)"
2445763,"Caravan Pictures [us]"
2445763,"Touchstone Pictures [us]"
2445832,"SLM Production Group [us]"
2445832,"Stone Group Pictures"
2445832,"Twentieth Century Fox Film Corporation [us]"
2445853,"Centaur Pictures Inc. [us]"
2446143,"Addis Wechsler Pictures"
2446143,"Miramax Films [us]"
2446151,"Silver Screen Partners II [us] - (produced in association with)"
2446151,"Walt Disney Pictures [us] - (presents)"
2446203,"Hollywood Pictures [us] - (presents)"
2446248,"Joyriders Productions LLC [us]"
2446248,"Norann Entertainment"
2446248,"Sanford/Pillsbury Productions [us]"
2446368,"Walt Disney Productions [us]"
2446369,"Vegahom Europe [nl]"
2446369,"Walt Disney Pictures [us] - (presents)"
2446421,"Columbia Pictures Corporation [us] - (presents) (as Columbia Pictures)"
2446494,"Columbia Pictures Corporation [us] - (as Columbia Pictures) (presents)"
2446494,"Delphi Films [us]"
2446494,"Jerry Weintraub Productions [us]"
2446501,"Columbia Pictures Corporation [us]"
2446501,"Delphi V Productions [us]"
2446644,"Kentucky Fried Theatre [us]"
2446644,"KFM Films [es]"
2446778,"Charles Chaplin Productions [us]"
2446782,"Chester Films Inc."
2446782,Junction
2446782,"Walt Disney Pictures [us]"
2446984,"Hollywood Pictures Corporation (II) [us]"
2447022,"Harris-Kubrick Productions - (as Harris-Kubrick Pictures Corporation) (as Harris-Kubrick also)"
2447027,"Enigma Productions [gb] - (as Enigma (First Casualty) Ltd)"
2447027,"Goldcrest Films International [gb]"
2447027,"International Film Investors"
2447082,"Associates & Aldrich Company, The [us] - (as Associates and Aldrich Company) (as Associates and Aldrich Company, Inc.)"
2447082,"Palomar Pictures (I) [us] - (as PPI) (as Palomar Pictures International)"
2447114,"Kindred Limited Partnership"
2447163,"Twentieth Century Fox Film Corporation [us] - (as Twentieth Century-Fox Film Corporation) (A CinemaScope Picture: CinemaScope 55)"
2447164,"Morgan Creek Productions [us] - (as Morgan Creek)"
2447164,"Nest Family Entertainment [us] - (in association with) (as Nest Entertainment)"
2447164,"Rankin/Bass Productions [us] - (in association with)"
2447164,"Rich Animation Studios [us]"
2447248,"BBS Productions [us]"
2447823,"Paramount Pictures [us]"
2447864,"Gainsborough Pictures [gb] - (presents) (as GB Pictures) (as A Gainsborough Picture also)"
2448078,"Arena Films [fr] - (a British French co-production with)"
2448078,"Caméra One [fr] - (a British French co-production with)"
2448078,"Canal+ [fr] - (with the participation of)"
2448078,"Channel Four Films [gb]"
2448078,"Greenpoint Films [gb]"
2448078,"Intermedia Films [gb]"
2448078,"Sofineurope [fr] - (with the participation of)"
2448078,"West Eleven Films [gb] - (in association with)"
2448577,"Ken Lipper/June Beallor production"
2448577,"Shoah Foundation [us]"
2448577,"Survivors of the Shoah Visual History Foundation"
2448585,"Castle Rock Entertainment [us]"
2448585,"Polygram Filmed Entertainment [us]"
2448585,"Westerly Films"
2448629,"Acrobat Productions - (as An Acrobat/ Hal Ashby Film)"
2448629,"Bright-Persky Associates [us] - (as A Bright-Persky Associates Feature)"
2448629,"Columbia Pictures Corporation [us] - (presents) (as Columbia Pictures)"
2448671,"AAA Soprofilms [fr] - (in association with)"
2448671,"Hemdale Film [gb]"
2448671,"Recorded Picture Company (RPC) [gb]"
2448671,"Screenframe [gb] - (in association with)"
2448671,"TAO Film"
2448671,"Yanco Films Limited [cn]"
2449148,"BBS Productions [us]"
2449148,"Columbia Pictures Corporation [us]"
2449330,"Bórd Scannán na hÉireann [ie]"
2449330,"British Screen Productions [gb] - (as British Screen)"
2449330,"British Sky Broadcasting (BSkyB) [gb]"
2449330,"Canal+ [fr] - (as Canal+)"
2449330,"IMA Productions [fr] - (as IMA Films)"
2449330,"Matrix Films"
2449330,"Radio Telefís Éireann (RTÉ) [ie]"
2449330,"Scala Thunder"
2449449,"American Film Manufacturing Company [us] - (as Flying A)"
2449498,"Cineplex Odeon Films [ca]"
2449498,"Universal Pictures [us]"
2449525,"Bates Entertainment [us]"
2449525,"Kushner-Locke Company, The [us]"
2449525,"Tapestry Films [us]"
2449530,"Metro-Goldwyn-Mayer (MGM) [us]"
2449729,"Irish Film Board [ie] - (funding)"
2449729,"Nordisk Film [dk]"
2449729,"Northolme Entertainment"
2449729,"Parallel Film Productions [ie]"
2449729,"Radio Telefís Éireann (RTÉ) [ie]"
2449747,"Morgan Creek Productions [us]"
2450038,"Allied Vision [gb]"
2450038,"Fuji Eight Company Ltd. [jp]"
2450038,"Lane Pringle Productions"
2450051,"JKG Productions"
2450102,"BMG Independents [us]"
2450102,"J&M Entertainment [gb]"
2450394,"Cangary [us]"
2450394,"Walt Disney Productions [us]"
2450589,"Nature Conservation Films BV [nl]"
2450945,"Ciesla Foundation"
2451008,"Warner Bros. [us] - (present) (as Warner Bros. Pictures, Inc.)"
2451328,"Artisan Entertainment [us]"
2451386,"Castle Hill Productions [us]"
2451386,"New York Times Productions [us]"
2451386,"Times History"
2451456,"Walt Disney Feature Animation [us] - (uncredited)"
2451456,"Walt Disney Pictures [us] - (presents)"
2451832,"Silver Screen Partners IV [us] - (produced in association with)"
2451832,"Walt Disney Pictures [us] - (presents)"
2451897,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century-Fox)"
2451910,"Amblin Entertainment [us]"
2451910,"King World Entertainment"
2451910,"Universal Pictures [us]"
2451959,"Filmgroup, The [us] - (presents)"
2451959,"Santa Clara Productions [us] - (as Santa Clara Productions, Inc.)"
2452304,"Motion Picture Corporation of America (MPCA) [us]"
2452304,"Orion Pictures Corporation [us]"
2452304,"Renegade Films [us]"
2452309,"Robert W. Paul [gb]"
2452580,E-K-Corporation
2452580,"Lion's Gate Films [us]"
2452617,Forge
2452617,"New Line Cinema [us]"
2452719,"Dave Bell Associates [us]"
2452719,"New Visions Pictures"
2452768,"Twentieth Century Fox Film Corporation [us]"
2452910,"Fantasy Films [us]"
2452938,"Ebbets Field"
2452983,"Newmarket Capital Group [us]"
2452983,"Red Mullet Productions [us]"
2452983,"Summit Entertainment [us]"
2453256,"Arts Council of England [gb]"
2453256,"Canal+ [fr]"
2453256,"Channel Four Films [gb]"
2453256,"Film Consortium, The [gb]"
2453256,"France 2 Cinéma [fr]"
2453256,"France 3 Cinéma [fr]"
2453256,"IMA Productions [fr]"
2453256,"Scala Films [gb]"
2453256,"UCG International [gb]"
2453314,"Paramount Pictures [us] - (as Paramount Pictures, Inc.)"
2453333,"Amblin Entertainment [us]"
2453333,"Universal Pictures [us] - (presents)"
2453421,"Norman Film Manufacturing Company"
2453494,"DreamWorks SKG [us]"
2453494,"Sanford/Pillsbury Productions [us]"
2453747,"Columbia Pictures Corporation [us] - (presents)"
2453747,"The Beckworth Corporation [us]"
2453777,"Autumn Pictures"
2453777,"Heminway Production"
2453777,Zuckerman
2454098,"DarcStorm Productions [au]"
2454234,"Channel Four Films [gb] - (present)"
2454234,"Close Call Films"
2454234,"Samuel Goldwyn Company, The [us] - (present)"
2454636,"Alpha Productions [ph] - (as A Mirisch-Alpha Production)"
2454636,"Mirisch Company, The [us] - (presents) (as The Mirisch Company) (as A Mirisch-Alpha Production also)"
2455724,"Warner Bros. [us] - (A Warner Bros.-First National Picture)"
2456019,"Polar Productions [gb] - (as Polar)"
2456019,"Regency Enterprises [us] - (presents)"
2456019,"Taurus Film [de]"
2456019,"Warner Bros. [us] - (presents)"
2456020,"Gaumont British Picture Corporation [gb] - (presents) (as Gaumont British Picture Corpn. Ltd)"
2456021,"Filwite Productions - (copyright holder) (as Filwite Productions, Inc.)"
2456021,"Paramount Pictures [us] - (presents)"
2456181,"Allied Artists Pictures [us] - (uncredited)"
2456181,"Columbia Pictures Corporation [us] - (as Columbia A Division of Columbia Pictures Industries, Inc.)"
2456181,"Devon/Persky-Bright [us] - (as A Persky-Bright / Devon Feature)"
2456218,"Icon Entertainment International [us]"
2456265,"Metro-Goldwyn-Mayer (MGM) [us] - (controlled by Loew's Incorporated)"
2456292,"Columbia Pictures Corporation [us] - (presents)"
2456292,"William Goetz Productions [us] - (as A William Goetz Production)"
2456443,"British Filmcraft Productions [gb]"
2456555,"CLT [gb]"
2456555,Escima
2456555,"HandMade Films [gb]"
2456555,"Mandarin Films [fr]"
2456555,"Paragon Entertainment Corporation [ca]"
2456555,"Parallel Pictures [gb]"
2456555,"UFA International"
2456555,"Wild Rose Productions"
2456557,"Aspen Film Society"
2456557,"Warner Bros. [us]"
2456585,"Carlyle Productions [us]"
2456585,"Otto Preminger Films [us]"
2456586,"Danjaq [gb]"
2456586,"Eon Productions [gb] - (made by) (as Eon Productions Limited)"
2456637,"M.C. Productions - (copyright holder)"
2456741,"British International Pictures (BIP) [gb]"
2456944,"Twentieth Century Fox Film Corporation [us]"
2457168,"Dark Horse Entertainment [us] - (in association with)"
2457168,"New Line Cinema [us] - (as New Line Productions) (presents)"
2457188,"Amblin Entertainment [us]"
2457188,"David Foster Productions [us]"
2457188,"Global Entertainment Productions GmbH & Company Medien KG [de]"
2457188,"TriStar Pictures [us] - (presents)"
2457188,"Zorro Productions [us]"
2457234,"Alta Vista Productions [us]"
2457384,"Allan Scott Productions"
2457384,"Irish DreamTime [us]"
2457384,"Propaganda Films [us]"
2457384,"Rafford Films [gb]"
2457395,"Good Film Company"
2457395,"Polygram Filmed Entertainment [us]"
2457395,"Working Title Films [gb]"
2457441,"Earthbound Human Productions Inc. [us]"
2457441,"SearchParty Films [us]"
2457441,"Welb Film Pursuits Ltd. [us]"
2457464,"Groucho II Film Partnership - (in association with)"
2457464,"Silver Pictures [us] - (production)"
2457464,"Village Roadshow Pictures [us] - (in association with)"
2457464,"Warner Bros. [us] - (presents)"
2458438,"Chaos Productions - (co-executive production)"
2458438,"Jane Startz Productions [us]"
2458438,"Miramax Films [us] - (as Miramax Films Corp.)"
2458438,"Scholastic Productions [us] - (as Scholastic Productions Simon Fields)"
2458457,"Avnet/Kerner Productions"
2458457,"Touchwood Pacific Partners 1 [us] - (presented in association with)"
2458457,"Walt Disney Pictures [us] - (presents)"
2458634,"Walt Disney Productions [us]"
2458858,"Fida Attieh Productions [us] - (present)"
2458858,"Shooting Gallery [us] - (present) (as The Shooting Gallery)"
2458984,"Barwood Films [us]"
2458984,"Phoenix Pictures [us] - (in association with)"
2458984,"TriStar Pictures [us] - (presents)"
2459227,"Enigma Productions [gb]"
2459227,"Goldcrest Films International [gb] - (as Goldcrest) (presents)"
2459227,"Kingsmere Productions Ltd. [gb] - (as Kingsmere) (presents)"
2459227,"Warner Bros. [us] - (as Warner Bros.) (presents)"
2459369,"Metro-Goldwyn-Mayer (MGM) [us]"
2459443,"Universal International Pictures (UI) [us]"
2459538,"Amblin Entertainment [us]"
2459538,"U-Drive Productions"
2459538,"Universal Pictures [us]"
2459856,"American Filmworks"
2459856,"Lorimar Productions [us]"
2459965,"Jerome Hellman Productions [us]"
2459965,"The Saul Zaentz Company [us] - (presents)"
2460167,"Bavaria Film [de]"
2460167,"Gainsborough Pictures [gb] - (in association with)"
2460167,"Münchner Lichtspielkunst AG (Emelka) [de]"
2460382,"Universal Pictures [us]"
2460383,"Hammer Film Productions [gb]"
2460384,"Alphaville Films [us]"
2460384,"Universal Pictures [us]"
2460402,"Universal Pictures [us]"
2460404,"Universal Pictures [us]"
2460406,"Universal Pictures [us]"
2460410,"Universal Pictures [us]"
2460419,"Jim Henson Productions [us] - (from)"
2460419,"Walt Disney Pictures [us] - (presents)"
2460422,"Henson Associates (HA) [us]"
2460422,"ITC Films"
2460432,"Delphi II Productions [us]"
2460432,"Henson Associates (HA) [us]"
2460432,"Jim Henson Company, The [us]"
2460432,"TriStar Pictures [us]"
2460492,"October Films [us] - (presents)"
2461007,"Eureka Pictures"
2461007,"Good Machine [us]"
2461085,"Paramount Pictures [us]"
2461086,"Paramount Pictures [us] - (presents) (a Zucker Abrahams Zucker production)"
2461096,"Naked Man Productions"
2461096,"October Films [us]"
2461289,"Delphi II Productions [us]"
2461289,"TriStar Pictures [us] - (presents)"
2461385,"Arenafilm [au]"
2461385,"Australian Film Commission, The [au]"
2461385,"John Maynard Productions"
2461385,"New Zealand Film Commission [nz]"
2461485,"Mandeville Films [us]"
2461485,"Monarchy Enterprises B.V."
2461485,"New Regency Pictures [us] - (as New Regency)"
2461485,"Regency Enterprises [us] - (presents)"
2461485,"Taurus Film [de] - (in association with) (as Taurus Films)"
2461549,Academy
2461549,"Channel Four Films [gb]"
2461549,"Iberoamerica Films [se]"
2461549,"Mayfair Films"
2461549,"Scala Productions [gb]"
2461549,"Screen Partners Ltd. [gb]"
2461549,"Three Rivers Production"
2461598,"Columbia Pictures Corporation [us] - (presents)"
2461598,"Winkler Films [us] - (uncredited)"
2461618,"Appian Way [us]"
2461618,"Kennedy/Marshall Company, The [us]"
2461620,"Bavaria Film [de]"
2461620,"Cinevox Filmproduktion GmbH [de]"
2461620,"Warner Bros. [us] - (presents) (as Warner Bros.)"
2461621,"Cinevox Filmproduktion GmbH [de] - (presents) (as CineVox Entertainment)"
2461621,"Dieter Geissler Filmproduktion [de]"
2461621,"Studio Babelsberg [de]"
2461621,"Warner Bros. [us]"
2461650,"Alcor Films [us]"
2461650,"Ixtlan [us]"
2461650,"New Regency Pictures [us]"
2461650,"Wechsler Productions"
2462106,"Detour Filmproduction [us]"
2462106,"Newton Boys Ventures [us]"
2462106,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century Fox)"
2462112,"Lakeshore Entertainment [us]"
2462112,"Paramount Pictures [us]"
2462153,"Columbia Pictures Corporation [us]"
2462177,"Wavelength Productions [us]"
2462304,"Medusa Film [it] - (as Medusa Film SPA) (in association with) (presents)"
2462304,"New Amsterdam Entertainment [us] - (presents)"
2462304,"Night Flier Productions [us]"
2462304,"Stardust International - (in association with) (presents)"
2462408,Glazier
2462408,"Hemisphere Pictures [us]"
2462515,"Skellington Productions Inc. [us] - (copyright holder)"
2462515,"Tim Burton Productions [us] - (uncredited)"
2462515,"Touchstone Pictures [us] - (presents)"
2462515,"Walt Disney Pictures [us] - (3D version)"
2462595,"Artisan Entertainment [us] - (presents)"
2462595,"Bac Films [fr] - (in association with)"
2462595,"Canal+ España [es]"
2462595,"Canal+ [fr] - (in association with)"
2462595,"Kino Vision - (in association with)"
2462595,"Origen Producciones Cinematograficas S.A. [es] - (in association with)"
2462595,"Orly Films [fr] - (co-production)"
2462595,"R.P. Productions [fr] - (co-production)"
2462595,"TF1 Films Production [fr] - (co-production)"
2462595,"Vía Digital [es] - (participation)"
2462958,"Jerry Lewis Enterprises - (uncredited)"
2462958,"Paramount Pictures [us]"
2462959,"Imagine Entertainment [us] - (presents)"
2463037,"Twentieth Century Fox Film Corporation [us]"
2463128,"Paramount Pictures [us] - (A Howard Koch Production)"
2463129,"Cort/Madden Productions"
2463129,"Paramount Pictures [us]"
2463153,"Bavaria Film [de]"
2463153,"Columbia Pictures Corporation [us] - (presents) (as Columbia Pictures)"
2463153,"Domino Productions [gb] - (as Domino Productions Ltd.)"
2463153,"Oceanic Filmproduktion GmbH [de] - (as Oceanic Filmproduction G.m.b.H.)"
2463462,"Leland Hayward Productions [us]"
2463462,"Warner Bros. [us]"
2463620,"Code Productions [us]"
2463620,"Eclipse Catering [us]"
2463620,"Gener8Xion Entertainment [us]"
2463620,"TBN Films [us]"
2463622,"Walter Seltzer Productions Inc. - (as A Walter Seltzer Production)"
2463622,"Warner Bros. [us] - (presents) (as WB A Kinney Leisure Service)"
2463624,"Mace Neufeld Productions [us]"
2463624,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century-Fox)"
2463624,"Twentieth Century-Fox Productions [gb] - (made by) (as Twentieth Century-Fox Productions Limited)"
2463946,"Clinica Estetico [us]"
2463946,"Eureka Pictures"
2463946,"Flashpoint (I) [gb]"
2463946,"Kalkaska Productions [us] - (as Kalkaska)"
2463946,"Prosperity - (as Prosperity Pictures)"
2463959,"Rysher Entertainment [us] - (presents)"
2464197,"40 Acres & A Mule Filmworks [us]"
